Frequency, Amplitude
18024,63672  0,00001
18025,98242  0,00003
18027,32812  0,00003
18028,67383  0,00001
18030,01953  0,00003
18031,36523  0,00007
18032,71094  0,00002
18034,05859  0,00001
18035,40430  0,00001
18036,75000  0,00004
18038,09570  0,00002
18039,44141  0,00002
18040,78711  0,00004
18042,13281  0,00003
18043,47852  0,00005
18044,82422  0,00004
18046,16992  0,00002
18047,51562  0,00002
18048,86133  0,00001
18050,20703  0,00002
18051,55273  0,00001
18052,89844  0,00001
18054,24414  0,00002
18055,58984  0,00005
18056,93750  0,00002
18058,28320  0,00001
18059,62891  0,00002
18060,97461  0,00005
18062,32031  0,00001
18063,66602  0,00005
18065,01172  0,00000
18066,35742  0,00003
18067,70312  0,00000
18069,04883  0,00004
18070,39453  0,00001
18071,74023  0,00002
18073,08594  0,00001
18074,43164  0,00002
18075,77734  0,00001
18077,12500  0,00003
18078,47070  0,00001
18079,81641  0,00004
18081,16211  0,00001
18082,50781  0,00001
18083,85352  0,00001
18085,19922  0,00001
18086,54492  0,00002
18087,89062  0,00001
18089,23633  0,00001
18090,58203  0,00006
18091,92773  0,00001
18093,27344  0,00002
18094,61914  0,00000
18095,96484  0,00003
18097,31055  0,00001
18098,65625  0,00001
18100,00391  0,00004
18101,34961  0,00003
18102,69531  0,00006
18104,04102  0,00005
18105,38672  0,00003
18106,73242  0,00002
18108,07812  0,00002
18109,42383  0,00003
18110,76953  0,00001
18112,11523  0,00004
18113,46094  0,00002
18114,80664  0,00003
18116,15234  0,00002
18117,49805  0,00005
18118,84375  0,00001
18120,19141  0,00000
18121,53711  0,00001
18122,88281  0,00003
18124,22852  0,00001
18125,57422  0,00000
18126,91992  0,00001
18128,26562  0,00003
18129,61133  0,00001
18130,95703  0,00001
18132,30273  0,00000
18133,64844  0,00001
18134,99414  0,00001
18136,33984  0,00003
18137,68555  0,00002
18139,03125  0,00000
18140,37695  0,00002
18141,72266  0,00001
18143,07031  0,00001
18144,41602  0,00003
18145,76172  0,00000
18147,10742  0,00003
18148,45312  0,00001
18149,79883  0,00003
18151,14453  0,00001
18152,49023  0,00007
18153,83594  0,00002
18155,18164  0,00001
18156,52734  0,00002
18157,87305  0,00000
18159,21875  0,00003
18160,56445  0,00004
18161,91016  0,00007
18163,25781  0,00005
18164,60352  0,00004
18165,94922  0,00001
18167,29492  0,00002
18168,64062  0,00006
18169,98633  0,00001
18171,33203  0,00004
18172,67773  0,00000
18174,02344  0,00004
18175,36914  0,00000
18176,71484  0,00001
18178,06055  0,00001
18179,40625  0,00004
18180,75195  0,00001
18182,09766  0,00000
18183,44336  0,00000
18184,78906  0,00001
18186,13672  0,00000
18187,48242  0,00003
18188,82812  0,00001
18190,17383  0,00000
18191,51953  0,00001
18192,86523  0,00003
18194,21094  0,00001
18195,55664  0,00001
18196,90234  0,00001
18198,24805  0,00002
18199,59375  0,00002
18200,93945  0,00002
18202,28516  0,00003
18203,63086  0,00001
18204,97656  0,00003
18206,32422  0,00004
18207,66992  0,00002
18209,01562  0,00000
18210,36133  0,00001
18211,70703  0,00006
18213,05273  0,00001
18214,39844  0,00000
18215,74414  0,00002
18217,08984  0,00002
18218,43555  0,00005
18219,78125  0,00005
18221,12695  0,00003
18222,47266  0,00002
18223,81836  0,00001
18225,16406  0,00005
18226,50977  0,00001
18227,85547  0,00001
18229,20312  0,00001
18230,54883  0,00001
18231,89453  0,00000
18233,24023  0,00004
18234,58594  0,00001
18235,93164  0,00005
18237,27734  0,00001
18238,62305  0,00002
18239,96875  0,00000
18241,31445  0,00004
18242,66016  0,00000
18244,00586  0,00003
18245,35156  0,00000
18246,69727  0,00003
18248,04297  0,00000
18249,39062  0,00002
18250,73633  0,00000
18252,08203  0,00006
18253,42773  0,00000
18254,77344  0,00004
18256,11914  0,00000
18257,46484  0,00003
18258,81055  0,00000
18260,15625  0,00001
18261,50195  0,00000
18262,84766  0,00000
18264,19336  0,00000
18265,53906  0,00003
18266,88477  0,00000
18268,23047  0,00001
18269,57617  0,00000
18270,92188  0,00005
18272,26953  0,00001
18273,61523  0,00001
18274,96094  0,00002
18276,30664  0,00003
18277,65234  0,00005
18278,99805  0,00004
18280,34375  0,00005
18281,68945  0,00002
18283,03516  0,00002
18284,38086  0,00005
18285,72656  0,00001
18287,07227  0,00000
18288,41797  0,00000
18289,76367  0,00004
18291,10938  0,00000
18292,45703  0,00000
18293,80273  0,00000
18295,14844  0,00001
18296,49414  0,00001
18297,83984  0,00004
18299,18555  0,00001
18300,53125  0,00003
18301,87695  0,00002
18303,22266  0,00005
18304,56836  0,00002
18305,91406  0,00001
18307,25977  0,00001
18308,60547  0,00002
18309,95117  0,00000
18311,29688  0,00003
18312,64258  0,00001
18313,98828  0,00004
18315,33594  0,00000
18316,68164  0,00002
18318,02734  0,00001
18319,37305  0,00004
18320,71875  0,00002
18322,06445  0,00005
18323,41016  0,00002
18324,75586  0,00002
18326,10156  0,00001
18327,44727  0,00003
18328,79297  0,00001
18330,13867  0,00004
18331,48438  0,00001
18332,83008  0,00001
18334,17578  0,00001
18335,52344  0,00003
18336,86914  0,00004
18338,21484  0,00004
18339,56055  0,00004
18340,90625  0,00001
18342,25195  0,00002
18343,59766  0,00006
18344,94336  0,00001
18346,28906  0,00001
18347,63477  0,00002
18348,98047  0,00004
18350,32617  0,00003
18351,67188  0,00002
18353,01758  0,00003
18354,36328  0,00002
18355,70898  0,00002
18357,05469  0,00002
18358,40234  0,00001
18359,74805  0,00000
18361,09375  0,00001
18362,43945  0,00003
18363,78516  0,00001
18365,13086  0,00000
18366,47656  0,00001
18367,82227  0,00002
18369,16797  0,00001
18370,51367  0,00002
18371,85938  0,00000
18373,20508  0,00000
18374,55078  0,00001
18375,89648  0,00004
18377,24219  0,00001
18378,58984  0,00001
18379,93555  0,00001
18381,28125  0,00003
18382,62695  0,00000
18383,97266  0,00005
18385,31836  0,00001
18386,66406  0,00005
18388,00977  0,00002
18389,35547  0,00001
18390,70117  0,00003
18392,04688  0,00006
18393,39258  0,00004
18394,73828  0,00005
18396,08398  0,00006
18397,42969  0,00002
18398,77539  0,00004
18400,12109  0,00000
18401,46875  0,00003
18402,81445  0,00007
18404,16016  0,00002
18405,50586  0,00004
18406,85156  0,00001
18408,19727  0,00003
18409,54297  0,00000
18410,88867  0,00003
18412,23438  0,00001
18413,58008  0,00001
18414,92578  0,00002
18416,27148  0,00000
18417,61719  0,00002
18418,96289  0,00002
18420,30859  0,00001
18421,65625  0,00001
18423,00195  0,00000
18424,34766  0,00001
18425,69336  0,00001
18427,03906  0,00003
18428,38477  0,00001
18429,73047  0,00000
18431,07617  0,00001
18432,42188  0,00002
18433,76758  0,00001
18435,11328  0,00000
18436,45898  0,00001
18437,80469  0,00005
18439,15039  0,00001
18440,49609  0,00003
18441,84180  0,00002
18443,18750  0,00003
18444,53516  0,00002
18445,88086  0,00003
18447,22656  0,00001
18448,57227  0,00002
18449,91797  0,00002
18451,26367  0,00006
18452,60938  0,00003
18453,95508  0,00005
18455,30078  0,00006
18456,64648  0,00000
18457,99219  0,00003
18459,33789  0,00003
18460,68359  0,00001
18462,02930  0,00002
18463,37500  0,00001
18464,72266  0,00006
18466,06836  0,00001
18467,41406  0,00000
18468,75977  0,00002
18470,10547  0,00001
18471,45117  0,00002
18472,79688  0,00001
18474,14258  0,00002
18475,48828  0,00004
18476,83398  0,00001
18478,17969  0,00003
18479,52539  0,00001
18480,87109  0,00002
18482,21680  0,00001
18483,56250  0,00002
18484,90820  0,00001
18486,25391  0,00004
18487,60156  0,00000
18488,94727  0,00003
18490,29297  0,00000
18491,63867  0,00006
18492,98438  0,00000
18494,33008  0,00005
18495,67578  0,00001
18497,02148  0,00001
18498,36719  0,00002
18499,71289  0,00005
18501,05859  0,00002
18502,40430  0,00000
18503,75000  0,00001
18505,09570  0,00001
18506,44141  0,00000
18507,78906  0,00003
18509,13477  0,00001
18510,48047  0,00005
18511,82617  0,00003
18513,17188  0,00004
18514,51758  0,00006
18515,86328  0,00001
18517,20898  0,00004
18518,55469  0,00003
18519,90039  0,00002
18521,24609  0,00001
18522,59180  0,00002
18523,93750  0,00007
18525,28320  0,00003
18526,62891  0,00001
18527,97461  0,00003
18529,32031  0,00003
18530,66797  0,00001
18532,01367  0,00004
18533,35938  0,00000
18534,70508  0,00001
18536,05078  0,00002
18537,39648  0,00002
18538,74219  0,00002
18540,08789  0,00003
18541,43359  0,00000
18542,77930  0,00002
18544,12500  0,00001
18545,47070  0,00004
18546,81641  0,00002
18548,16211  0,00003
18549,50781  0,00001
18550,85547  0,00003
18552,20117  0,00001
18553,54688  0,00002
18554,89258  0,00000
18556,23828  0,00007
18557,58398  0,00000
18558,92969  0,00001
18560,27539  0,00001
18561,62109  0,00003
18562,96680  0,00001
18564,31250  0,00002
18565,65820  0,00001
18567,00391  0,00007
18568,34961  0,00002
18569,69531  0,00003
18571,04102  0,00003
18572,38672  0,00003
18573,73438  0,00005
18575,08008  0,00001
18576,42578  0,00005
18577,77148  0,00004
18579,11719  0,00002
18580,46289  0,00001
18581,80859  0,00001
18583,15430  0,00001
18584,50000  0,00001
18585,84570  0,00006
18587,19141  0,00001
18588,53711  0,00004
18589,88281  0,00001
18591,22852  0,00001
18592,57422  0,00001
18593,92188  0,00006
18595,26758  0,00000
18596,61328  0,00004
18597,95898  0,00000
18599,30469  0,00005
18600,65039  0,00001
18601,99609  0,00004
18603,34180  0,00001
18604,68750  0,00005
18606,03320  0,00001
18607,37891  0,00006
18608,72461  0,00000
18610,07031  0,00002
18611,41602  0,00000
18612,76172  0,00004
18614,10742  0,00000
18615,45312  0,00001
18616,80078  0,00001
18618,14648  0,00005
18619,49219  0,00002
18620,83789  0,00004
18622,18359  0,00003
18623,52930  0,00005
18624,87500  0,00003
18626,22070  0,00004
18627,56641  0,00002
18628,91211  0,00002
18630,25781  0,00002
18631,60352  0,00003
18632,94922  0,00004
18634,29492  0,00001
18635,64062  0,00006
18636,98828  0,00005
18638,33398  0,00003
18639,67969  0,00002
18641,02539  0,00001
18642,37109  0,00001
18643,71680  0,00000
18645,06250  0,00002
18646,40820  0,00001
18647,75391  0,00000
18649,09961  0,00001
18650,44531  0,00006
18651,79102  0,00001
18653,13672  0,00001
18654,48242  0,00001
18655,82812  0,00003
18657,17383  0,00001
18658,51953  0,00002
18659,86719  0,00001
18661,21289  0,00005
18662,55859  0,00001
18663,90430  0,00005
18665,25000  0,00000
18666,59570  0,00003
18667,94141  0,00000
18669,28711  0,00006
18670,63281  0,00001
18671,97852  0,00003
18673,32422  0,00001
18674,66992  0,00005
18676,01562  0,00000
18677,36133  0,00004
18678,70703  0,00001
18680,05469  0,00001
18681,40039  0,00002
18682,74609  0,00004
18684,09180  0,00002
18685,43750  0,00002
18686,78320  0,00002
18688,12891  0,00001
18689,47461  0,00002
18690,82031  0,00002
18692,16602  0,00003
18693,51172  0,00001
18694,85742  0,00007
18696,20312  0,00005
18697,54883  0,00004
18698,89453  0,00003
18700,24023  0,00002
18701,58594  0,00003
18702,93359  0,00001
18704,27930  0,00000
18705,62500  0,00001
18706,97070  0,00003
18708,31641  0,00002
18709,66211  0,00002
18711,00781  0,00001
18712,35352  0,00006
18713,69922  0,00001
18715,04492  0,00001
18716,39062  0,00000
18717,73633  0,00000
18719,08203  0,00000
18720,42773  0,00006
18721,77344  0,00000
18723,12109  0,00006
18724,46680  0,00000
18725,81250  0,00001
18727,15820  0,00000
18728,50391  0,00003
18729,84961  0,00000
18731,19531  0,00001
18732,54102  0,00000
18733,88672  0,00001
18735,23242  0,00000
18736,57812  0,00001
18737,92383  0,00000
18739,26953  0,00001
18740,61523  0,00000
18741,96094  0,00003
18743,30664  0,00000
18744,65234  0,00002
18746,00000  0,00000
18747,34570  0,00000
18748,69141  0,00001
18750,03711  0,00001
18751,38281  0,00003
18752,72852  0,00002
18754,07422  0,00007
18755,41992  0,00005
18756,76562  0,00005
18758,11133  0,00003
18759,45703  0,00003
18760,80273  0,00004
18762,14844  0,00002
18763,49414  0,00003
18764,83984  0,00001
18766,18750  0,00004
18767,53320  0,00000
18768,87891  0,00005
18770,22461  0,00000
18771,57031  0,00002
18772,91602  0,00000
18774,26172  0,00004
18775,60742  0,00000
18776,95312  0,00003
18778,29883  0,00001
18779,64453  0,00004
18780,99023  0,00001
18782,33594  0,00005
18783,68164  0,00001
18785,02734  0,00001
18786,37305  0,00001
18787,71875  0,00001
18789,06641  0,00001
18790,41211  0,00005
18791,75781  0,00001
18793,10352  0,00006
18794,44922  0,00002
18795,79492  0,00005
18797,14062  0,00002
18798,48633  0,00006
18799,83203  0,00001
18801,17773  0,00001
18802,52344  0,00000
18803,86914  0,00000
18805,21484  0,00000
18806,56055  0,00001
18807,90625  0,00001
18809,25391  0,00000
18810,59961  0,00003
18811,94531  0,00004
18813,29102  0,00006
18814,63672  0,00005
18815,98242  0,00004
18817,32812  0,00006
18818,67383  0,00003
18820,01953  0,00006
18821,36523  0,00002
18822,71094  0,00005
18824,05664  0,00002
18825,40234  0,00001
18826,74805  0,00001
18828,09375  0,00002
18829,43945  0,00000
18830,78516  0,00004
18832,13281  0,00001
18833,47852  0,00003
18834,82422  0,00000
18836,16992  0,00005
18837,51562  0,00002
18838,86133  0,00001
18840,20703  0,00003
18841,55273  0,00003
18842,89844  0,00003
18844,24414  0,00001
18845,58984  0,00002
18846,93555  0,00002
18848,28125  0,00000
18849,62695  0,00001
18850,97266  0,00001
18852,32031  0,00002
18853,66602  0,00000
18855,01172  0,00002
18856,35742  0,00001
18857,70312  0,00002
18859,04883  0,00002
18860,39453  0,00004
18861,74023  0,00001
18863,08594  0,00003
18864,43164  0,00000
18865,77734  0,00010
18867,12305  0,00000
18868,46875  0,00001
18869,81445  0,00001
18871,16016  0,00003
18872,50586  0,00005
18873,85156  0,00004
18875,19922  0,00004
18876,54492  0,00008
18877,89062  0,00001
18879,23633  0,00002
18880,58203  0,00001
18881,92773  0,00003
18883,27344  0,00001
18884,61914  0,00003
18885,96484  0,00001
18887,31055  0,00002
18888,65625  0,00001
18890,00195  0,00001
18891,34766  0,00000
18892,69336  0,00002
18894,03906  0,00000
18895,38672  0,00002
18896,73242  0,00001
18898,07812  0,00000
18899,42383  0,00002
18900,76953  0,00003
18902,11523  0,00003
18903,46094  0,00000
18904,80664  0,00002
18906,15234  0,00004
18907,49805  0,00001
18908,84375  0,00003
18910,18945  0,00001
18911,53516  0,00004
18912,88086  0,00001
18914,22656  0,00002
18915,57227  0,00000
18916,91797  0,00001
18918,26562  0,00002
18919,61133  0,00004
18920,95703  0,00002
18922,30273  0,00005
18923,64844  0,00003
18924,99414  0,00006
18926,33984  0,00003
18927,68555  0,00004
18929,03125  0,00004
18930,37695  0,00006
18931,72266  0,00006
18933,06836  0,00001
18934,41406  0,00003
18935,75977  0,00002
18937,10547  0,00001
18938,45312  0,00000
18939,79883  0,00000
18941,14453  0,00000
18942,49023  0,00001
18943,83594  0,00007
18945,18164  0,00002
18946,52734  0,00005
18947,87305  0,00002
18949,21875  0,00006
18950,56445  0,00002
18951,91016  0,00005
18953,25586  0,00001
18954,60156  0,00001
18955,94727  0,00001
18957,29297  0,00000
18958,63867  0,00001
18959,98438  0,00005
18961,33203  0,00001
18962,67773  0,00004
18964,02344  0,00001
18965,36914  0,00004
18966,71484  0,00000
18968,06055  0,00005
18969,40625  0,00001
18970,75195  0,00002
18972,09766  0,00001
18973,44336  0,00005
18974,78906  0,00000
18976,13477  0,00004
18977,48047  0,00001
18978,82617  0,00002
18980,17188  0,00002
18981,51953  0,00003
18982,86523  0,00003
18984,21094  0,00003
18985,55664  0,00004
18986,90234  0,00006
18988,24805  0,00005
18989,59375  0,00004
18990,93945  0,00006
18992,28516  0,00000
18993,63086  0,00004
18994,97656  0,00001
18996,32227  0,00002
18997,66797  0,00002
18999,01367  0,00000
19000,35938  0,00003
19001,70508  0,00000
19003,05078  0,00001
19004,39844  0,00001
19005,74414  0,00000
19007,08984  0,00001
19008,43555  0,00001
19009,78125  0,00000
19011,12695  0,00001
19012,47266  0,00000
19013,81836  0,00003
19015,16406  0,00001
19016,50977  0,00001
19017,85547  0,00001
19019,20117  0,00007
19020,54688  0,00000
19021,89258  0,00006
19023,23828  0,00000
19024,58594  0,00000
19025,93164  0,00000
19027,27734  0,00001
19028,62305  0,00001
19029,96875  0,00006
19031,31445  0,00001
19032,66016  0,00002
19034,00586  0,00001
19035,35156  0,00003
19036,69727  0,00001
19038,04297  0,00001
19039,38867  0,00002
19040,73438  0,00002
19042,08008  0,00002
19043,42578  0,00003
19044,77148  0,00003
19046,11719  0,00006
19047,46484  0,00004
19048,81055  0,00003
19050,15625  0,00006
19051,50195  0,00000
19052,84766  0,00004
19054,19336  0,00000
19055,53906  0,00003
19056,88477  0,00002
19058,23047  0,00002
19059,57617  0,00004
19060,92188  0,00002
19062,26758  0,00002
19063,61328  0,00002
19064,95898  0,00004
19066,30469  0,00001
19067,65234  0,00005
19068,99805  0,00000
19070,34375  0,00003
19071,68945  0,00001
19073,03516  0,00006
19074,38086  0,00001
19075,72656  0,00003
19077,07227  0,00000
19078,41797  0,00005
19079,76367  0,00001
19081,10938  0,00006
19082,45508  0,00001
19083,80078  0,00001
19085,14648  0,00001
19086,49219  0,00003
19087,83789  0,00001
19089,18359  0,00001
19090,53125  0,00001
19091,87695  0,00006
19093,22266  0,00001
19094,56836  0,00000
19095,91406  0,00001
19097,25977  0,00003
19098,60547  0,00001
19099,95117  0,00001
19101,29688  0,00001
19102,64258  0,00002
19103,98828  0,00002
19105,33398  0,00006
19106,67969  0,00003
19108,02539  0,00003
19109,37109  0,00006
19110,71875  0,00001
19112,06445  0,00005
19113,41016  0,00001
19114,75586  0,00003
19116,10156  0,00004
19117,44727  0,00003
19118,79297  0,00006
19120,13867  0,00003
19121,48438  0,00004
19122,83008  0,00002
19124,17578  0,00004
19125,52148  0,00001
19126,86719  0,00001
19128,21289  0,00000
19129,55859  0,00004
19130,90430  0,00000
19132,25000  0,00002
19133,59766  0,00000
19134,94336  0,00005
19136,28906  0,00000
19137,63477  0,00005
19138,98047  0,00001
19140,32617  0,00004
19141,67188  0,00001
19143,01758  0,00005
19144,36328  0,00000
19145,70898  0,00004
19147,05469  0,00000
19148,40039  0,00006
19149,74609  0,00000
19151,09180  0,00001
19152,43750  0,00001
19153,78516  0,00005
19155,13086  0,00001
19156,47656  0,00005
19157,82227  0,00001
19159,16797  0,00002
19160,51367  0,00001
19161,85938  0,00001
19163,20508  0,00001
19164,55078  0,00005
19165,89648  0,00002
19167,24219  0,00003
19168,58789  0,00005
19169,93359  0,00002
19171,27930  0,00005
19172,62500  0,00002
19173,97070  0,00003
19175,31641  0,00007
19176,66406  0,00002
19178,00977  0,00002
19179,35547  0,00001
19180,70117  0,00002
19182,04688  0,00001
19183,39258  0,00001
19184,73828  0,00001
19186,08398  0,00007
19187,42969  0,00001
19188,77539  0,00002
19190,12109  0,00001
19191,46680  0,00002
19192,81250  0,00001
19194,15820  0,00004
19195,50391  0,00001
19196,85156  0,00004
19198,19727  0,00001
19199,54297  0,00003
19200,88867  0,00000
19202,23438  0,00003
19203,58008  0,00002
19204,92578  0,00002
19206,27148  0,00002
19207,61719  0,00001
19208,96289  0,00001
19210,30859  0,00004
19211,65430  0,00001
19213,00000  0,00002
19214,34570  0,00002
19215,69141  0,00001
19217,03711  0,00003
19218,38281  0,00006
19219,73047  0,00002
19221,07617  0,00001
19222,42188  0,00001
19223,76758  0,00004
19225,11328  0,00002
19226,45898  0,00002
19227,80469  0,00004
19229,15039  0,00003
19230,49609  0,00005
19231,84180  0,00004
19233,18750  0,00002
19234,53320  0,00002
19235,87891  0,00001
19237,22461  0,00002
19238,57031  0,00001
19239,91797  0,00001
19241,26367  0,00002
19242,60938  0,00005
19243,95508  0,00002
19245,30078  0,00001
19246,64648  0,00002
19247,99219  0,00005
19249,33789  0,00001
19250,68359  0,00005
19252,02930  0,00000
19253,37500  0,00003
19254,72070  0,00000
19256,06641  0,00004
19257,41211  0,00001
19258,75781  0,00002
19260,10352  0,00001
19261,44922  0,00002
19262,79688  0,00001
19264,14258  0,00003
19265,48828  0,00001
19266,83398  0,00004
19268,17969  0,00001
19269,52539  0,00001
19270,87109  0,00001
19272,21680  0,00001
19273,56250  0,00002
19274,90820  0,00001
19276,25391  0,00001
19277,59961  0,00006
19278,94531  0,00000
19280,29102  0,00002
19281,63672  0,00000
19282,98438  0,00003
19284,33008  0,00001
19285,67578  0,00001
19287,02148  0,00004
19288,36719  0,00003
19289,71289  0,00006
19291,05859  0,00005
19292,40430  0,00003
19293,75000  0,00002
19295,09570  0,00002
19296,44141  0,00003
19297,78711  0,00002
19299,13281  0,00004
19300,47852  0,00002
19301,82422  0,00003
19303,16992  0,00002
19304,51562  0,00005
19305,86328  0,00001
19307,20898  0,00000
19308,55469  0,00001
19309,90039  0,00002
19311,24609  0,00001
19312,59180  0,00000
19313,93750  0,00001
19315,28320  0,00003
19316,62891  0,00001
19317,97461  0,00001
19319,32031  0,00001
19320,66602  0,00001
19322,01172  0,00001
19323,35742  0,00003
19324,70312  0,00002
19326,05078  0,00000
19327,39648  0,00002
19328,74219  0,00001
19330,08789  0,00001
19331,43359  0,00003
19332,77930  0,00000
19334,12500  0,00003
19335,47070  0,00001
19336,81641  0,00003
19338,16211  0,00001
19339,50781  0,00007
19340,85352  0,00002
19342,19922  0,00001
19343,54492  0,00002
19344,89062  0,00000
19346,23633  0,00003
19347,58203  0,00004
19348,92969  0,00007
19350,27539  0,00005
19351,62109  0,00004
19352,96680  0,00001
19354,31250  0,00002
19355,65820  0,00006
19357,00391  0,00001
19358,34961  0,00004
19359,69531  0,00000
19361,04102  0,00004
19362,38672  0,00000
19363,73242  0,00001
19365,07812  0,00001
19366,42383  0,00004
19367,76953  0,00001
19369,11719  0,00000
19370,46289  0,00000
19371,80859  0,00001
19373,15430  0,00000
19374,50000  0,00003
19375,84570  0,00001
19377,19141  0,00000
19378,53711  0,00001
19379,88281  0,00003
19381,22852  0,00001
19382,57422  0,00001
19383,91992  0,00001
19385,26562  0,00002
19386,61133  0,00002
19387,95703  0,00002
19389,30273  0,00002
19390,64844  0,00001
19391,99609  0,00003
19393,34180  0,00004
19394,68750  0,00002
19396,03320  0,00000
19397,37891  0,00001
19398,72461  0,00006
19400,07031  0,00001
19401,41602  0,00000
19402,76172  0,00002
19404,10742  0,00002
19405,45312  0,00005
19406,79883  0,00005
19408,14453  0,00003
19409,49023  0,00002
19410,83594  0,00001
19412,18359  0,00005
19413,52930  0,00001
19414,87500  0,00001
19416,22070  0,00001
19417,56641  0,00001
19418,91211  0,00000
19420,25781  0,00004
19421,60352  0,00001
19422,94922  0,00005
19424,29492  0,00001
19425,64062  0,00002
19426,98633  0,00000
19428,33203  0,00004
19429,67773  0,00000
19431,02344  0,00003
19432,36914  0,00000
19433,71484  0,00003
19435,06250  0,00000
19436,40820  0,00002
19437,75391  0,00000
19439,09961  0,00006
19440,44531  0,00000
19441,79102  0,00005
19443,13672  0,00000
19444,48242  0,00003
19445,82812  0,00000
19447,17383  0,00001
19448,51953  0,00000
19449,86523  0,00000
19451,21094  0,00000
19452,55664  0,00003
19453,90234  0,00000
19455,25000  0,00001
19456,59570  0,00000
19457,94141  0,00005
19459,28711  0,00001
19460,63281  0,00001
19461,97852  0,00002
19463,32422  0,00003
19464,66992  0,00005
19466,01562  0,00004
19467,36133  0,00005
19468,70703  0,00002
19470,05273  0,00002
19471,39844  0,00005
19472,74414  0,00001
19474,08984  0,00000
19475,43555  0,00000
19476,78125  0,00004
19478,12891  0,00000
19479,47461  0,00000
19480,82031  0,00000
19482,16602  0,00001
19483,51172  0,00001
19484,85742  0,00004
19486,20312  0,00001
19487,54883  0,00003
19488,89453  0,00002
19490,24023  0,00005
19491,58594  0,00002
19492,93164  0,00001
19494,27734  0,00001
19495,62305  0,00002
19496,96875  0,00000
19498,31641  0,00003
19499,66211  0,00001
19501,00781  0,00004
19502,35352  0,00000
19503,69922  0,00002
19505,04492  0,00001
19506,39062  0,00004
19507,73633  0,00002
19509,08203  0,00005
19510,42773  0,00002
19511,77344  0,00002
19513,11914  0,00001
19514,46484  0,00003
19515,81055  0,00001
19517,15625  0,00005
19518,50195  0,00001
19519,84766  0,00001
19521,19531  0,00001
19522,54102  0,00003
19523,88672  0,00004
19525,23242  0,00004
19526,57812  0,00004
19527,92383  0,00000
19529,26953  0,00002
19530,61523  0,00006
19531,96094  0,00002
19533,30664  0,00001
19534,65234  0,00002
19535,99805  0,00004
19537,34375  0,00003
19538,68945  0,00001
19540,03516  0,00003
19541,38281  0,00002
19542,72852  0,00002
19544,07422  0,00003
19545,41992  0,00001
19546,76562  0,00001
19548,11133  0,00001
19549,45703  0,00003
19550,80273  0,00001
19552,14844  0,00000
19553,49414  0,00001
19554,83984  0,00002
19556,18555  0,00000
19557,53125  0,00002
19558,87695  0,00001
19560,22266  0,00000
19561,56836  0,00001
19562,91406  0,00004
19564,26172  0,00001
19565,60742  0,00000
19566,95312  0,00000
19568,29883  0,00002
19569,64453  0,00002
19570,99023  0,00006
19572,33594  0,00003
19573,68164  0,00003
19575,02734  0,00003
19576,37305  0,00002
19577,71875  0,00003
19579,06445  0,00006
19580,41016  0,00004
19581,75586  0,00006
19583,10156  0,00006
19584,44922  0,00002
19585,79492  0,00005
19587,14062  0,00000
19588,48633  0,00003
19589,83203  0,00008
19591,17773  0,00002
19592,52344  0,00004
19593,86914  0,00001
19595,21484  0,00002
19596,56055  0,00000
19597,90625  0,00003
19599,25195  0,00001
19600,59766  0,00001
19601,94336  0,00002
19603,28906  0,00000
19604,63477  0,00002
19605,98047  0,00002
19607,32812  0,00001
19608,67383  0,00002
19610,01953  0,00000
19611,36523  0,00001
19612,71094  0,00001
19614,05664  0,00002
19615,40234  0,00001
19616,74805  0,00001
19618,09375  0,00001
19619,43945  0,00002
19620,78516  0,00001
19622,13086  0,00000
19623,47656  0,00001
19624,82227  0,00005
19626,16797  0,00001
19627,51562  0,00003
19628,86133  0,00002
19630,20703  0,00003
19631,55273  0,00002
19632,89844  0,00002
19634,24414  0,00001
19635,58984  0,00002
19636,93555  0,00002
19638,28125  0,00006
19639,62695  0,00003
19640,97266  0,00005
19642,31836  0,00006
19643,66406  0,00000
19645,00977  0,00004
19646,35547  0,00003
19647,70117  0,00002
19649,04688  0,00002
19650,39453  0,00001
19651,74023  0,00007
19653,08594  0,00001
19654,43164  0,00000
19655,77734  0,00002
19657,12305  0,00001
19658,46875  0,00002
19659,81445  0,00002
19661,16016  0,00002
19662,50586  0,00004
19663,85156  0,00001
19665,19727  0,00003
19666,54297  0,00001
19667,88867  0,00002
19669,23438  0,00001
19670,58203  0,00002
19671,92773  0,00001
19673,27344  0,00004
19674,61914  0,00000
19675,96484  0,00002
19677,31055  0,00000
19678,65625  0,00006
19680,00195  0,00000
19681,34766  0,00005
19682,69336  0,00001
19684,03906  0,00001
19685,38477  0,00002
19686,73047  0,00004
19688,07617  0,00002
19689,42188  0,00000
19690,76758  0,00001
19692,11328  0,00001
19693,46094  0,00000
19694,80664  0,00003
19696,15234  0,00001
19697,49805  0,00005
19698,84375  0,00002
19700,18945  0,00004
19701,53516  0,00005
19702,88086  0,00001
19704,22656  0,00004
19705,57227  0,00003
19706,91797  0,00002
19708,26367  0,00001
19709,60938  0,00002
19710,95508  0,00007
19712,30078  0,00003
19713,64844  0,00002
19714,99414  0,00003
19716,33984  0,00003
19717,68555  0,00001
19719,03125  0,00004
19720,37695  0,00000
19721,72266  0,00001
19723,06836  0,00002
19724,41406  0,00002
19725,75977  0,00002
19727,10547  0,00003
19728,45117  0,00000
19729,79688  0,00002
19731,14258  0,00001
19732,48828  0,00003
19733,83398  0,00002
